ID_Pergunta,Texto_Pergunta_Completo,Pergunta_Padronizada,Afirmativa_Unificada,Categoria,Métrica,Perfil_Alvo
3031,Q11 (rank) - Ter oferta de cursos que preparem adequadamente para o trabalho.,Ter oferta de cursos que preparem adequadamente para o trabalho.,Os cursos de formação oferecidos me preparam adequadamente para o trabalho na minha escola.,Condições de Trabalho dos Profissionais da Educação,Importância,Profissional
3032,Q8 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Condições de Trabalho dos Profissionais da Educação,Texto Aberto,Profissional
3033,Q10 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Condições de Trabalho dos Profissionais da Educação,Texto Aberto,Profissional
3034,Cidade da Escola,Cidade da Escola,,Demográfico,Atributo,Profissional
3035,Escola onde Trabalha,Escola onde Trabalha,,Demográfico,Atributo,Profissional
3036,Idade do Profissional,Idade do Profissional,,Demográfico,Atributo,Profissional
3037,Gênero do Profissional,Gênero do Profissional,,Demográfico,Atributo,Profissional
3038,Cor ou Raça do Profissional,Cor ou Raça do Profissional,,Demográfico,Atributo,Profissional
3039,Estudou na Escola,Estudou na Escola,,Demográfico,Atributo,Profissional
3040,Função na Escola,Função na Escola,,Demográfico,Atributo,Profissional
3041,Escolaridade do Profissional,Escolaridade do Profissional,,Demográfico,Atributo,Profissional
3042,Anos na Escola,Anos na Escola,,Demográfico,Atributo,Profissional
3043,Carga Horária Semanal,Carga Horária Semanal,,Demográfico,Atributo,Profissional
3044,Vínculo de Trabalho,Vínculo de Trabalho,,Demográfico,Atributo,Profissional
3045,Número de Escolas (Trabalho),Número de Escolas (Trabalho),,Demográfico,Atributo,Profissional
3046,Faixa Salarial do Profissional,Faixa Salarial do Profissional,,Demográfico,Atributo,Profissional
3047,Professor - Anos Iniciais/EF,Anos Iniciais/EF,,Demográfico,Concordância,Profissional
3048,Professor - Anos Finais/EF,Anos Finais/EF,,Demográfico,Concordância,Profissional
3049,Professor - Ensino Médio,Ensino Médio,,Demográfico,Concordância,Profissional
3050,Professor - Ensino Técnico,Ensino Técnico,,Demográfico,Concordância,Profissional
3051,Professor - Não se aplica,Não se aplica,,Demográfico,Concordância,Profissional
3052,Q1 - Minha escola possui autonomia suficiente para tomar decisões sobre o uso dos recursos financeiros recebidos.,Minha escola possui autonomia suficiente para tomar decisões sobre o uso dos recursos financeiros recebidos.,,Escala Likert (direção),Opinião,Profissional
3053,Q1 - O Programa Agiliza facilita a resolução de problemas pontuais.,O Programa Agiliza facilita a resolução de problemas pontuais.,,Escala Likert (direção),Opinião,Profissional
3054,Q1 - Os recursos financeiros disponíveis são suficientes para garantir o bom funcionamento da escola.,Os recursos financeiros disponíveis são suficientes para garantir o bom funcionamento da escola.,,Escala Likert (direção),Opinião,Profissional
3055,Q1 - A SEDUC/CRE é ágil e eficaz na comunicação e na resolução de problemas da escola.,A SEDUC/CRE é ágil e eficaz na comunicação e na resolução de problemas da escola.,,Escala Likert (direção),Opinião,Profissional
3056,Q1 - Conheço o programa Todo Jovem na Escola e seus critérios para participação.,Conheço o programa Todo Jovem na Escola e seus critérios para participação.,,Escala Likert (direção),Opinião,Profissional
3057,Q1 - Os estudantes beneficiados pelo Todo Jovem na Escola tem maior frequência e permanência na escola.,Os estudantes beneficiados pelo Todo Jovem na Escola tem maior frequência e permanência na escola.,,Escala Likert (direção),Opinião,Profissional
3058,Q1 - A operacionalização do Todo Jovem na Escola funciona bem para os alunos.,A operacionalização do Todo Jovem na Escola funciona bem para os alunos.,,Escala Likert (direção),Opinião,Profissional
3059,Q1 - A concepção de Ensino Médio em Tempo Integral contribui positivamente para o desenvolvimento dos alunos.,A concepção de Ensino Médio em Tempo Integral contribui positivamente para o desenvolvimento dos alunos.,,Escala Likert (direção),Opinião,Profissional
3060,Q1 - Minha escola possui estrutura adequada e confortável para garantir a qualidade das atividades pedagógicas em tempo integral.,Minha escola possui estrutura adequada e confortável para garantir a qualidade das atividades pedagógicas em tempo integral.,,Escala Likert (direção),Opinião,Profissional
3061,Q1 - O Ensino Médio em Tempo Integral atende as necessidades dos alunos.,O Ensino Médio em Tempo Integral atende as necessidades dos alunos.,,Escala Likert (direção),Opinião,Profissional
3062,"Q1 - O Ensino Médio em Tempo Integral assegurou carga horária de trabalho suficiente aos profissionais da escola, com as devidas compensações.","O Ensino Médio em Tempo Integral assegurou carga horária de trabalho suficiente aos profissionais da escola, com as devidas compensações.",,Escala Likert (direção),Opinião,Profissional
3063,Q1 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Escala Likert (direção),Opinião,Profissional
3064,Q14 - A direção da escola é acessível e aberta ao diálogo.,A direção da escola é acessível e aberta ao diálogo.,A direção da escola é acessível e aberta ao diálogo.,Gestão Escolar e Práticas Administrativas,Concordância,Profissional
3065,Q14 - A direção da escola incentiva a participação dos profissionais nas suas decisões.,A direção da escola incentiva a participação dos profissionais nas suas decisões.,A direção da escola incentiva a participação dos profissionais nas suas decisões.,Gestão Escolar e Práticas Administrativas,Concordância,Profissional
3066,Q14 - O planejamento e a organização da escola são bons.,O planejamento e a organização da escola são bons.,O planejamento e a organização da escola são bons.,Gestão Escolar e Práticas Administrativas,Concordância,Profissional
3067,Q14 - A direção se empenha para solucionar os problemas da escola.,A direção se empenha para solucionar os problemas da escola.,A direção se empenha para solucionar os problemas da escola.,Gestão Escolar e Práticas Administrativas,Concordância,Profissional
3068,Q14 - A escola tem um grêmio estudantil participativo.,A escola tem um grêmio estudantil participativo.,A escola tem um grêmio estudantil participativo.,Gestão Escolar e Práticas Administrativas,Concordância,Profissional
3069,Q14 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,Gestão Escolar e Práticas Administrativas,Concordância,Profissional
3070,Q15 (rank) - A direção da escola ser acessível e aberta ao diálogo.,A direção da escola ser acessível e aberta ao diálogo.,A direção da escola é acessível e aberta ao diálogo.,Gestão Escolar e Práticas Administrativas,Importância,Profissional
3071,Q15 (rank) - A direção da escola incentivar a participação dos profissionais nas suas decisões.,A direção da escola incentivar a participação dos profissionais nas suas decisões.,A direção da escola incentiva a participação dos profissionais nas suas decisões.,Gestão Escolar e Práticas Administrativas,Importância,Profissional
3072,Q15 (rank) - O planejamento e a organização da escola serem bons.,O planejamento e a organização da escola serem bons.,O planejamento e a organização da escola são bons.,Gestão Escolar e Práticas Administrativas,Importância,Profissional
3073,Q15 (rank) - A direção se empenhar para solucionar os problemas da escola.,A direção se empenhar para solucionar os problemas da escola.,A direção se empenha para solucionar os problemas da escola.,Gestão Escolar e Práticas Administrativas,Importância,Profissional
3074,Q15 (rank) - Ter um grêmio estudantil participativo.,Ter um grêmio estudantil participativo.,A escola tem um grêmio estudantil participativo.,Gestão Escolar e Práticas Administrativas,Importância,Profissional
3075,Q14 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Gestão Escolar e Práticas Administrativas,Texto Aberto,Profissional
3076,"Q22 - Minha escola respeita e valoriza a diversidade, promovendo práticas inclusivas.","Minha escola respeita e valoriza a diversidade, promovendo práticas inclusivas.","Minha escola respeita e valoriza a diversidade, promovendo práticas inclusivas.","Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Profissional
3077,Q22 - A infraestrutura da escola é acessível e contempla as necessidades da sua comunidade.,A infraestrutura da escola é acessível e contempla as necessidades da sua comunidade.,A infraestrutura da escola é acessível e contempla as necessidades da sua comunidade.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Profissional
3078,Q22 - Minha escola está adaptada para desenvolver atividades individualizadas para os alunos.,Minha escola está adaptada para desenvolver atividades individualizadas para os alunos.,Minha escola está adaptada para desenvolver atividades individualizadas para os alunos.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Profissional
3079,Q22 - Minha escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,Minha escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,Minha escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Profissional
3080,Q22 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Profissional
3081,"Q23 (rank) - A escola respeitar e valoriza a diversidade, promovendo práticas inclusivas.","A escola respeitar e valoriza a diversidade, promovendo práticas inclusivas.","Minha escola respeita e valoriza a diversidade, promovendo práticas inclusivas.","Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Profissional
3082,Q23 (rank) - A infraestrutura da escola ser acessível e contemplar as necessidades da sua comunidade.,A infraestrutura da escola ser acessível e contemplar as necessidades da sua comunidade.,A infraestrutura da escola é acessível e contempla as necessidades da sua comunidade.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Profissional
3083,Q23 (rank) - A escola estar adaptada para desenvolver atividades individualizadas para os alunos.,A escola estar adaptada para desenvolver atividades individualizadas para os alunos.,Minha escola está adaptada para desenvolver atividades individualizadas para os alunos.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Profissional
3084,Q23 (rank) - A escola oferecer sala de recursos e atendimento educacional especializado em tempo integral.,A escola oferecer sala de recursos e atendimento educacional especializado em tempo integral.,Minha escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Profissional
3085,Q22 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Inclusão, Acessibilidade e Atendimento à Diversidade",Texto Aberto,Profissional
3086,Q16 - A estrutura física da minha escola é adequada à aprendizagem e ao bem-estar.,A estrutura física da minha escola é adequada à aprendizagem e ao bem-estar.,A estrutura física da minha escola é adequada à aprendizagem e ao bem-estar.,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Profissional
3087,"Q16 - Minha escola possui os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).","Minha escola possui os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).",Minha escola possui os equipamentos necessários para o seu bom funcionamento.,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Profissional
3088,"Q16 - Minha escola tem espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).","Minha escola tem espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).",Minha escola tem espaços em boas condições para atividades de ensino e projetos.,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Profissional
3089,"Q16 - Minha escola possui espaços adequados para esportes, lazer e convivência.","Minha escola possui espaços adequados para esportes, lazer e convivência.","Minha escola possui espaços adequados para esportes, lazer e convivência.","Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Profissional
3090,Q16 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Profissional
3091,Q17 (rank) - Ter estrutura física adequada à aprendizagem e ao bem-estar.,Ter estrutura física adequada à aprendizagem e ao bem-estar.,A estrutura física da minha escola é adequada à aprendizagem e ao bem-estar.,"Infraestrutura, Recursos Materiais e Tecnologias",Importância,Profissional
3092,"Q17 (rank) - A escola possuir os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).","A escola possuir os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).",Minha escola possui os equipamentos necessários para o seu bom funcionamento.,"Infraestrutura, Recursos Materiais e Tecnologias",Importância,Profissional
3093,"Q17 (rank) - A escola ter espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).","A escola ter espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).",Minha escola tem espaços em boas condições para atividades de ensino e projetos.,"Infraestrutura, Recursos Materiais e Tecnologias",Importância,Profissional
3094,"Q17 (rank) - A escola possuir espaços adequados para esportes, lazer e convivência.","A escola possuir espaços adequados para esportes, lazer e convivência.","Minha escola possui espaços adequados para esportes, lazer e convivência.","Infraestrutura, Recursos Materiais e Tecnologias",Importância,Profissional
3095,Q16 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Infraestrutura, Recursos Materiais e Tecnologias",Texto Aberto,Profissional
3096,Q24 - A alimentação escolar é suficiente para os estudantes na minha escola.,A alimentação escolar é suficiente para os estudantes na minha escola.,A alimentação escolar é suficiente para os estudantes na minha escola.,Merenda Escolar,Concordância,Profissional
3097,Q24 - A qualidade dos alimentos servidos na minha escola é boa.,A qualidade dos alimentos servidos na minha escola é boa.,A qualidade dos alimentos servidos na minha escola é boa.,Merenda Escolar,Concordância,Profissional
3098,Q24 - A merenda escolar contribui para a permanência dos alunos.,A merenda escolar contribui para a permanência dos alunos.,A merenda escolar contribui para a permanência dos alunos.,Merenda Escolar,Concordância,Profissional
3099,Q24 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,Merenda Escolar,Concordância,Profissional
3100,Q25 (rank) - A alimentação escolar ser suficiente para os estudantes.,A alimentação escolar ser suficiente para os estudantes.,A alimentação escolar é suficiente para os estudantes na minha escola.,Merenda Escolar,Importância,Profissional
3101,Q25 (rank) - A qualidade dos alimentos servidos na escola ser boa.,A qualidade dos alimentos servidos na escola ser boa.,A qualidade dos alimentos servidos na minha escola é boa.,Merenda Escolar,Importância,Profissional
3102,Q25 (rank) - A merenda escolar contribuir para a permanência dos alunos.,A merenda escolar contribuir para a permanência dos alunos.,A merenda escolar contribui para a permanência dos alunos.,Merenda Escolar,Importância,Profissional
3103,Q24 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Merenda Escolar,Texto Aberto,Profissional
3104,Q12 - Há parceria e colaboração entre a escola e as famílias.,Há parceria e colaboração entre a escola e as famílias.,Há parceria e colaboração entre a escola e as famílias.,Participação da Família e da Comunidade na Escola,Concordância,Profissional
3105,Q12 - As famílias acompanham a vida escolar dos estudantes.,As famílias acompanham a vida escolar dos estudantes.,As famílias acompanham a vida escolar dos estudantes.,Participação da Família e da Comunidade na Escola,Concordância,Profissional
3106,Q12 - A minha escola promove eventos que envolvem a comunidade.,A minha escola promove eventos que envolvem a comunidade.,A minha escola promove eventos que envolvem a comunidade.,Participação da Família e da Comunidade na Escola,Concordância,Profissional
3107,Q12 - Os horários das atividades na escola são bons para a participação dos pais ou responsáveis.,Os horários das atividades na escola são bons para a participação dos pais ou responsáveis.,Os horários das atividades na escola são bons para a participação dos pais ou responsáveis.,Participação da Família e da Comunidade na Escola,Concordância,Profissional
3108,Q12 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,Participação da Família e da Comunidade na Escola,Concordância,Profissional
3109,Q13 (rank) - Haver parceria e colaboração entre a escola e as famílias.,Haver parceria e colaboração entre a escola e as famílias.,Há parceria e colaboração entre a escola e as famílias.,Participação da Família e da Comunidade na Escola,Importância,Profissional
3110,Q13 (rank) - As famílias acompanharem a vida escolar dos estudantes.,As famílias acompanharem a vida escolar dos estudantes.,As famílias acompanham a vida escolar dos estudantes.,Participação da Família e da Comunidade na Escola,Importância,Profissional
3111,Q13 (rank) - A escola promover eventos que envolvam a comunidade.,A escola promover eventos que envolvam a comunidade.,A minha escola promove eventos que envolvem a comunidade.,Participação da Família e da Comunidade na Escola,Importância,Profissional
3112,Q13 (rank) - Os horários das atividades na escola serem bons para a participação dos pais ou responsáveis.,Os horários das atividades na escola serem bons para a participação dos pais ou responsáveis.,Os horários das atividades na escola são bons para a participação dos pais ou responsáveis.,Participação da Família e da Comunidade na Escola,Importância,Profissional
3113,Q12 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Participação da Família e da Comunidade na Escola,Texto Aberto,Profissional
3114,Q2 - Há interesse dos alunos nos conteúdos promovidos pela escola.,Há interesse dos alunos nos conteúdos promovidos pela escola.,Há interesse dos alunos nos conteúdos promovidos pela escola.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3115,Q2 - Minha escola considera e valoriza a saúde mental dos alunos.,Minha escola considera e valoriza a saúde mental dos alunos.,Minha escola considera e valoriza a saúde mental dos alunos.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3116,Q2 - Temos reuniões coletivas de planejamento pedagógico na minha escola.,Temos reuniões coletivas de planejamento pedagógico na minha escola.,Temos reuniões coletivas de planejamento pedagógico na minha escola.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3117,Q2 - Os procedimentos requeridos pela SEDUC/CRE e seus prazos são adequados para sua execução na escola.,Os procedimentos requeridos pela SEDUC/CRE e seus prazos são adequados para sua execução na escola.,Os procedimentos requeridos pela SEDUC/CRE e seus prazos são adequados para sua execução na escola.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3118,Q2 - Há ações da SEDUC/CRE para o enfrentamento da defasagem das aprendizagens.,Há ações da SEDUC/CRE para o enfrentamento da defasagem das aprendizagens.,Há ações da SEDUC/CRE para o enfrentamento da defasagem das aprendizagens.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3119,Q2 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3120,"Q4 - Utilizo metodologias ativas, jogos, tecnologias ou práticas inovadoras nas minhas aulas.","Utilizo metodologias ativas, jogos, tecnologias ou práticas inovadoras nas minhas aulas.","Utilizo metodologias ativas, jogos, tecnologias ou práticas inovadoras nas minhas aulas.","Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3121,Q4 - Considero os interesses e a realidade dos alunos no planejamento das minhas aulas.,Considero os interesses e a realidade dos alunos no planejamento das minhas aulas.,Considero os interesses e a realidade dos alunos no planejamento das minhas aulas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3122,Q4 - As disciplinas que leciono estão de acordo com a minha formação.,As disciplinas que leciono estão de acordo com a minha formação.,As disciplinas que leciono estão de acordo com a minha formação.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3123,Q4 - Os alunos reconhecem minha autoridade como professor.,Os alunos reconhecem minha autoridade como professor.,Os alunos reconhecem minha autoridade como professor.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3124,Q4 - Tenho tempo para planejamento das minhas atividades pedagógicas.,Tenho tempo para planejamento das minhas atividades pedagógicas.,Tenho tempo para planejamento das minhas atividades pedagógicas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3125,Q4 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Profissional
3126,Q3 (rank) - Preparar bem o aluno para o seu futuro.,Preparar bem o aluno para o seu futuro.,Preparar bem o aluno para o seu futuro.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3127,Q3 (rank) - Haver interesse dos alunos nos conteúdos promovidos pela escola.,Haver interesse dos alunos nos conteúdos promovidos pela escola.,Há interesse dos alunos nos conteúdos promovidos pela escola.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3128,Q3 (rank) - A escola considerar e valorizar a saúde mental dos alunos.,A escola considerar e valorizar a saúde mental dos alunos.,Minha escola considera e valoriza a saúde mental dos alunos.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3129,Q3 (rank) - Realizar reuniões coletivas de planejamento pedagógico.,Realizar reuniões coletivas de planejamento pedagógico.,Temos reuniões coletivas de planejamento pedagógico na minha escola.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3130,Q3 (rank) - Os procedimentos requeridos pela SEDUC/CRE e seus prazos serem adequados para sua execução na escola.,Os procedimentos requeridos pela SEDUC/CRE e seus prazos serem adequados para sua execução na escola.,Os procedimentos requeridos pela SEDUC/CRE e seus prazos são adequados para sua execução na escola.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3131,Q3 (rank) - Haver ações da SEDUC/CRE para o enfrentamento da defasagem das aprendizagens.,Haver ações da SEDUC/CRE para o enfrentamento da defasagem das aprendizagens.,Há ações da SEDUC/CRE para o enfrentamento da defasagem das aprendizagens.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3132,"Q5 (rank) - Utilizar metodologias ativas, jogos, tecnologias ou práticas inovadoras nas aulas.","Utilizar metodologias ativas, jogos, tecnologias ou práticas inovadoras nas aulas.","Utilizo metodologias ativas, jogos, tecnologias ou práticas inovadoras nas minhas aulas.","Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3133,Q5 (rank) - Considerar os interesses e a realidade dos alunos no planejamento das aulas.,Considerar os interesses e a realidade dos alunos no planejamento das aulas.,Considero os interesses e a realidade dos alunos no planejamento das minhas aulas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3134,Q5 (rank) - As disciplinas lecionadas estarem de acordo com a formação do professor.,As disciplinas lecionadas estarem de acordo com a formação do professor.,As disciplinas que leciono estão de acordo com a minha formação.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3135,Q5 (rank) - Os alunos reconhecerem a autoridade do professor.,Os alunos reconhecerem a autoridade do professor.,Os alunos reconhecem minha autoridade como professor.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3136,Q5 (rank) - Ter tempo para o planejamento das atividades pedagógicas.,Ter tempo para o planejamento das atividades pedagógicas.,Tenho tempo para planejamento das minhas atividades pedagógicas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3137,Q5 (rank) - Haver restrição do uso de celulares na escola.,Haver restrição do uso de celulares na escola.,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Profissional
3138,Q2 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Texto Aberto,Profissional
3139,Q4 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Texto Aberto,Profissional
3140,Q2 - Minha escola prepara bem o aluno para o seu futuro.,Minha escola prepara bem o aluno para o seu futuro.,Preparar bem o aluno para o seu futuro.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas (respondido apenas por professores(as))",Concordância,Profissional
3141,Q18 - Minha escola é ouvida pela CRE/SEDUC.,Minha escola é ouvida pela CRE/SEDUC.,Minha escola é ouvida pela CRE/SEDUC.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3142,Q18 - Minha escola participa da formulação de políticas públicas.,Minha escola participa da formulação de políticas públicas.,Minha escola participa da formulação de políticas públicas.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3143,Q18 - Há continuidade de projetos e políticas realizados na escola.,Há continuidade de projetos e políticas realizados na escola.,Há continuidade de projetos e políticas realizados na escola.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3144,"Q18 - NÃO sou cobrado por bons indicadores na minha escola (IDEB, SAEB, SAERS, aprovação, frequência e notas).","NÃO sou cobrado por bons indicadores na minha escola (IDEB, SAEB, SAERS, aprovação, frequência e notas).","NÃO sou cobrado por bons indicadores na minha escola (IDEB, SAEB, SAERS, aprovação, frequência e notas).","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3145,Q18 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3146,Q20 - As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3147,Q20 - A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos,A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos,A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3148,"Q20 - A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3149,"Q20 - Minha escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","Minha escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","Minha escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3150,Q20 - As vias de acesso e transporte público para minha escola são adequadas.,As vias de acesso e transporte público para minha escola são adequadas.,As vias de acesso e transporte público para minha escola são adequadas.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3151,Q20 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Profissional
3152,Q19 (rank) - A escola ser ouvida pela SEDUC/CRE.,A escola ser ouvida pela SEDUC/CRE.,Minha escola é ouvida pela CRE/SEDUC.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3153,Q19 (rank) - A escola participar da formulação de políticas públicas.,A escola participar da formulação de políticas públicas.,Minha escola participa da formulação de políticas públicas.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3154,Q19 (rank) - Haver continuidade de projetos e políticas realizados na escola.,Haver continuidade de projetos e políticas realizados na escola.,Há continuidade de projetos e políticas realizados na escola.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
