ID_Pergunta,Texto_Pergunta_Completo,Pergunta_Padronizada,Afirmativa_Unificada,Categoria,Métrica,Perfil_Alvo
3155,"Q19 (rank) - NÃO ser cobrado por bons indicadores na escola (IDEB, SAEB, SAERS, aprovação, frequência e notas).","NÃO ser cobrado por bons indicadores na escola (IDEB, SAEB, SAERS, aprovação, frequência e notas).","NÃO sou cobrado por bons indicadores na minha escola (IDEB, SAEB, SAERS, aprovação, frequência e notas).","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3156,Q21 (rank) - As mudanças curriculares serem positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares serem positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3157,Q21 (rank) - A escola em tempo integral ser positiva para a formação e a aprendizagem dos alunos.,A escola em tempo integral ser positiva para a formação e a aprendizagem dos alunos.,A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3158,"Q21 (rank) - A realização de avaliações externas considerar a realidade da escola (SAEB, SAERS etc.).","A realização de avaliações externas considerar a realidade da escola (SAEB, SAERS etc.).","A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3159,"Q21 (rank) - A escola ter apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","A escola ter apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","Minha escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3160,Q21 (rank) - As vias de acesso e transporte público para a escola serem adequadas.,As vias de acesso e transporte público para a escola serem adequadas.,As vias de acesso e transporte público para minha escola são adequadas.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Profissional
3161,Q18 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Texto Aberto,Profissional
3162,Q20 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Texto Aberto,Profissional
2001,Q1 - A escola recebe bem os alunos e é acolhedora.,A escola recebe bem os alunos e é acolhedora.,A escola recebe bem os alunos e é acolhedora.,"Clima Escolar, Vínculos e Pertencimento",Concordância,Responsável
2002,"Q1 - A escola tem famílias, professores e funcionários próximos, ligados há muitos anos.","A escola tem famílias, professores e funcionários próximos, ligados há muitos anos.","A escola tem famílias, professores e funcionários próximos, ligados há muitos anos.","Clima Escolar, Vínculos e Pertencimento",Concordância,Responsável
2003,Q1 - As relações que tenho com as pessoas da escola são boas.,As relações que tenho com as pessoas da escola são boas.,As relações que tenho com as pessoas da escola são boas.,"Clima Escolar, Vínculos e Pertencimento",Concordância,Responsável
2004,"Q1 - NÃO há casos de brigas, bullying ou discriminação na escola.","NÃO há casos de brigas, bullying ou discriminação na escola.","NÃO há casos de brigas, bullying ou discriminação na escola.","Clima Escolar, Vínculos e Pertencimento",Concordância,Responsável
2005,Q1 - NÃO existe violência ou insegurança nas proximidades da escola.,NÃO existe violência ou insegurança nas proximidades da escola.,NÃO existe violência ou insegurança nas proximidades da escola.,"Clima Escolar, Vínculos e Pertencimento",Concordância,Responsável
2006,Q1 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Clima Escolar, Vínculos e Pertencimento",Concordância,Responsável
2007,Q2 (rank) - A escola receber bem os alunos e ser acolhedora.,A escola receber bem os alunos e ser acolhedora.,A escola recebe bem os alunos e é acolhedora.,"Clima Escolar, Vínculos e Pertencimento",Importância,Responsável
2008,"Q2 (rank) - A escola ter famílias, professores e funcionários próximos, ligados há muitos anos.","A escola ter famílias, professores e funcionários próximos, ligados há muitos anos.","A escola tem famílias, professores e funcionários próximos, ligados há muitos anos.","Clima Escolar, Vínculos e Pertencimento",Importância,Responsável
2009,Q2 (rank) - Ter boas relações com as pessoas da escola.,Ter boas relações com as pessoas da escola.,As relações que tenho com as pessoas da escola são boas.,"Clima Escolar, Vínculos e Pertencimento",Importância,Responsável
2010,"Q2 (rank) - NÃO haver casos de brigas, bullying ou discriminação na escola.","NÃO haver casos de brigas, bullying ou discriminação na escola.","NÃO há casos de brigas, bullying ou discriminação na escola.","Clima Escolar, Vínculos e Pertencimento",Importância,Responsável
2011,Q2 (rank) - NÃO existir violência ou insegurança nas proximidades da escola.,NÃO existir violência ou insegurança nas proximidades da escola.,NÃO existe violência ou insegurança nas proximidades da escola.,"Clima Escolar, Vínculos e Pertencimento",Importância,Responsável
2012,Q1 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Clima Escolar, Vínculos e Pertencimento",Texto Aberto,Responsável
2013,Q21 - Existe algo importante que ajude a alcançar seus objetivos na escola que não foi contemplado e gostaria de acrescentar?,Existe algo importante que ajude a alcançar seus objetivos na escola que não foi contemplado e gostaria de acrescentar?,,Comentário Final,Texto Aberto,Responsável
2014,Q3 - Os profissionais da escola são valorizados pelo trabalho que fazem.,Os profissionais da escola são valorizados pelo trabalho que fazem.,Os profissionais da escola são valorizados pelo trabalho que fazem.,Condições de Trabalho dos Profissionais da Educação,Concordância,Responsável
2015,Q3 - Os profissionais da escola têm salário adequado ao trabalho que fazem.,Os profissionais da escola têm salário adequado ao trabalho que fazem.,Os profissionais da escola têm salário adequado ao trabalho que fazem.,Condições de Trabalho dos Profissionais da Educação,Concordância,Responsável
2016,Q3 - Os profissionais da escola não são sobrecarregados.,Os profissionais da escola não são sobrecarregados.,Os profissionais da escola não são sobrecarregados.,Condições de Trabalho dos Profissionais da Educação,Concordância,Responsável
2017,Q3 - O número de funcionários da escola é suficiente.,O número de funcionários da escola é suficiente.,O número de funcionários da escola é suficiente.,Condições de Trabalho dos Profissionais da Educação,Concordância,Responsável
2018,Q3 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,Condições de Trabalho dos Profissionais da Educação,Concordância,Responsável
2019,Q4 (rank) - Os profissionais da escola serem valorizados pelo trabalho que fazem.,Os profissionais da escola serem valorizados pelo trabalho que fazem.,Os profissionais da escola são valorizados pelo trabalho que fazem.,Condições de Trabalho dos Profissionais da Educação,Importância,Responsável
2020,Q4 (rank) - Os profissionais da escola terem salário adequado ao trabalho que fazem.,Os profissionais da escola terem salário adequado ao trabalho que fazem.,Os profissionais da escola têm salário adequado ao trabalho que fazem.,Condições de Trabalho dos Profissionais da Educação,Importância,Responsável
2021,Q4 (rank) - Os profissionais da escola não serem sobrecarregados.,Os profissionais da escola não serem sobrecarregados.,Os profissionais da escola não são sobrecarregados.,Condições de Trabalho dos Profissionais da Educação,Importância,Responsável
2022,Q4 (rank) - Ser suficiente o número de funcionários da escola.,Ser suficiente o número de funcionários da escola.,O número de funcionários da escola é suficiente.,Condições de Trabalho dos Profissionais da Educação,Importância,Responsável
2023,Q3 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Condições de Trabalho dos Profissionais da Educação,Texto Aberto,Responsável
2024,Cidade onde Estuda (Dependente),Cidade onde Estuda (Dependente),,Demográfico,Atributo,Responsável
2025,Escola onde Estuda (Dependente),Escola onde Estuda (Dependente),,Demográfico,Atributo,Responsável
2026,Idade do Responsável,Idade do Responsável,,Demográfico,Atributo,Responsável
2027,Gênero do Responsável,Gênero do Responsável,,Demográfico,Atributo,Responsável
2028,Cor ou Raça do Responsável,Cor ou Raça do Responsável,,Demográfico,Atributo,Responsável
2029,Escolaridade do Responsável,Escolaridade do Responsável,,Demográfico,Atributo,Responsável
2030,Estado Civil,Estado Civil,,Demográfico,Atributo,Responsável
2031,Ocupação do Responsável,Ocupação do Responsável,,Demográfico,Atributo,Responsável
2032,Faixa Salarial do Responsável,Faixa Salarial do Responsável,,Demográfico,Atributo,Responsável
2033,Responsável Estudou na Escola,Responsável Estudou na Escola,,Demográfico,Atributo,Responsável
2034,Grau de Parentesco,Grau de Parentesco,,Demográfico,Atributo,Responsável
2035,Modalidade de Ensino (Dependente),Modalidade de Ensino (Dependente),,Demográfico,Atributo,Responsável
2036,Ano Escolar (Dependente),Ano Escolar (Dependente),,Demográfico,Atributo,Responsável
2037,Anos na Escola (Dependente),Anos na Escola (Dependente),,Demográfico,Atributo,Responsável
2038,Turno Escolar (Dependente),Turno Escolar (Dependente),,Demográfico,Atributo,Responsável
2039,Auxilio Todo Jovem na Escola (Dependente),Auxilio Todo Jovem na Escola (Dependente),,Demográfico,Atributo,Responsável
2040,Q11 - A direção da escola é acessível e aberta ao diálogo.,A direção da escola é acessível e aberta ao diálogo.,A direção da escola é acessível e aberta ao diálogo.,Gestão Escolar e Práticas Administrativas,Concordância,Responsável
2041,Q11 - A direção da escola incentiva a participação das famílias nas decisões.,A direção da escola incentiva a participação das famílias nas decisões.,A direção da escola incentiva a participação das famílias nas decisões.,Gestão Escolar e Práticas Administrativas,Concordância,Responsável
2042,Q11 - O planejamento e a organização da escola são bons.,O planejamento e a organização da escola são bons.,O planejamento e a organização da escola são bons.,Gestão Escolar e Práticas Administrativas,Concordância,Responsável
2043,Q11 - A direção se empenha para solucionar os problemas da escola.,A direção se empenha para solucionar os problemas da escola.,A direção se empenha para solucionar os problemas da escola.,Gestão Escolar e Práticas Administrativas,Concordância,Responsável
2044,Q11 - A escola tem um grêmio estudantil participativo.,A escola tem um grêmio estudantil participativo.,A escola tem um grêmio estudantil participativo.,Gestão Escolar e Práticas Administrativas,Concordância,Responsável
2045,Q11 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,Gestão Escolar e Práticas Administrativas,Concordância,Responsável
2046,Q12 (rank) - A direção da escola ser acessível e aberta ao diálogo.,A direção da escola ser acessível e aberta ao diálogo.,A direção da escola é acessível e aberta ao diálogo.,Gestão Escolar e Práticas Administrativas,Importância,Responsável
2047,Q12 (rank) - A direção da escola incentivar a participação das famílias nas decisões.,A direção da escola incentivar a participação das famílias nas decisões.,A direção da escola incentiva a participação das famílias nas decisões.,Gestão Escolar e Práticas Administrativas,Importância,Responsável
2048,Q12 (rank) - O planejamento e a organização da escola serem bons.,O planejamento e a organização da escola serem bons.,O planejamento e a organização da escola são bons.,Gestão Escolar e Práticas Administrativas,Importância,Responsável
2049,Q12 (rank) - A direção se empenhar para solucionar os problemas da escola.,A direção se empenhar para solucionar os problemas da escola.,A direção se empenha para solucionar os problemas da escola.,Gestão Escolar e Práticas Administrativas,Importância,Responsável
2050,Q12 (rank) - A escola ter um grêmio estudantil participativo.,A escola ter um grêmio estudantil participativo.,A escola tem um grêmio estudantil participativo.,Gestão Escolar e Práticas Administrativas,Importância,Responsável
2051,Q11 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Gestão Escolar e Práticas Administrativas,Texto Aberto,Responsável
2052,Q17 - A escola valoriza todas as pessoas em suas diferenças.,A escola valoriza todas as pessoas em suas diferenças.,A escola valoriza todas as pessoas em suas diferenças.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Responsável
2053,Q17 - A escola tem infraestrutura acessível para pessoas com deficiência.,A escola tem infraestrutura acessível para pessoas com deficiência.,A escola tem infraestrutura acessível para pessoas com deficiência.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Responsável
2054,Q17 - A escola está adaptada para desenvolver atividades individualizadas para os alunos.,A escola está adaptada para desenvolver atividades individualizadas para os alunos.,A escola está adaptada para desenvolver atividades individualizadas para os alunos.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Responsável
2055,Q17 - A escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,A escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,A escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Responsável
2056,Q17 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Inclusão, Acessibilidade e Atendimento à Diversidade",Concordância,Responsável
2057,Q18 (rank) - A escola valorizar todas as pessoas em suas diferenças.,A escola valorizar todas as pessoas em suas diferenças.,A escola valoriza todas as pessoas em suas diferenças.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Responsável
2058,Q18 (rank) - A escola ter infraestrutura acessível para pessoas com deficiência.,A escola ter infraestrutura acessível para pessoas com deficiência.,A escola tem infraestrutura acessível para pessoas com deficiência.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Responsável
2059,Q18 (rank) - A escola estar adaptada para desenvolver atividades individualizadas para os alunos.,A escola estar adaptada para desenvolver atividades individualizadas para os alunos.,A escola está adaptada para desenvolver atividades individualizadas para os alunos.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Responsável
2060,Q18 (rank) - A escola oferecer sala de recursos e atendimento educacional especializado em tempo integral.,A escola oferecer sala de recursos e atendimento educacional especializado em tempo integral.,A escola oferece sala de recursos e atendimento educacional especializado em tempo integral.,"Inclusão, Acessibilidade e Atendimento à Diversidade",Importância,Responsável
2061,Q17 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Inclusão, Acessibilidade e Atendimento à Diversidade",Texto Aberto,Responsável
2062,Q13 - A estrutura física da escola é adequada à aprendizagem e ao bem-estar.,A estrutura física da escola é adequada à aprendizagem e ao bem-estar.,A estrutura física da escola é adequada à aprendizagem e ao bem-estar.,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Responsável
2063,"Q13 - A escola tem os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).","A escola tem os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).",A escola tem os equipamentos necessários para o seu bom funcionamento.,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Responsável
2064,"Q13 - A escola tem espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).","A escola tem espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).",A escola tem espaços em boas condições para atividades de ensino e projetos,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Responsável
2065,"Q13 - A escola tem espaços adequados para esportes, lazer e convivência.","A escola tem espaços adequados para esportes, lazer e convivência.","A escola tem espaços adequados para esportes, lazer e convivência.","Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Responsável
2066,Q13 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Infraestrutura, Recursos Materiais e Tecnologias",Concordância,Responsável
2067,Q14 (rank) - A escola ter estrutura física adequada à aprendizagem e ao bem-estar.,A escola ter estrutura física adequada à aprendizagem e ao bem-estar.,A estrutura física da escola é adequada à aprendizagem e ao bem-estar.,"Infraestrutura, Recursos Materiais e Tecnologias",Importância,Responsável
2068,"Q14 (rank) - A escola ter os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).","A escola ter os equipamentos necessários para o seu bom funcionamento (computadores, livros, materiais de escritório e de limpeza etc.).",A escola tem os equipamentos necessários para o seu bom funcionamento.,"Infraestrutura, Recursos Materiais e Tecnologias",Importância,Responsável
2069,"Q14 (rank) - A escola ter espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).","A escola ter espaços em boas condições para atividades de ensino e projetos (biblioteca, laboratórios, sala de informática, internet etc.).",A escola tem espaços em boas condições para atividades de ensino e projetos,"Infraestrutura, Recursos Materiais e Tecnologias",Importância,Responsável
2070,"Q14 (rank) - A escola ter espaços adequados para esportes, lazer e convivência.","A escola ter espaços adequados para esportes, lazer e convivência.","A escola tem espaços adequados para esportes, lazer e convivência.","Infraestrutura, Recursos Materiais e Tecnologias",Importância,Responsável
2071,Q13 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Infraestrutura, Recursos Materiais e Tecnologias",Texto Aberto,Responsável
2072,Q19 - A alimentação escolar é suficiente para os alunos.,A alimentação escolar é suficiente para os alunos.,A alimentação escolar é suficiente para os alunos.,Merenda Escolar,Concordância,Responsável
2073,Q19 - A qualidade dos alimentos servidos na escola é boa.,A qualidade dos alimentos servidos na escola é boa.,A qualidade dos alimentos servidos na escola é boa.,Merenda Escolar,Concordância,Responsável
2074,Q19 - A merenda escolar contribui para a permanência dos alunos.,A merenda escolar contribui para a permanência dos alunos.,A merenda escolar contribui para a permanência dos alunos.,Merenda Escolar,Concordância,Responsável
2075,Q19 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,Merenda Escolar,Concordância,Responsável
2076,Q20 (rank) - A alimentação escolar ser suficiente para os alunos.,A alimentação escolar ser suficiente para os alunos.,A alimentação escolar é suficiente para os alunos.,Merenda Escolar,Importância,Responsável
2077,Q20 (rank) - A qualidade dos alimentos servidos na escola ser boa.,A qualidade dos alimentos servidos na escola ser boa.,A qualidade dos alimentos servidos na escola é boa.,Merenda Escolar,Importância,Responsável
2078,Q20 (rank) - A merenda escolar contribuir para a permanência dos alunos.,A merenda escolar contribuir para a permanência dos alunos.,A merenda escolar contribui para a permanência dos alunos.,Merenda Escolar,Importância,Responsável
2079,Q19 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Merenda Escolar,Texto Aberto,Responsável
2080,Q9 - Há parceria e colaboração entre a escola e as famílias.,Há parceria e colaboração entre a escola e as famílias.,Há parceria e colaboração entre a escola e as famílias.,Participação da Família e da Comunidade na Escola,Concordância,Responsável
2081,Q9 - As famílias participam da vida escolar dos alunos.,As famílias participam da vida escolar dos alunos.,As famílias participam da vida escolar dos alunos.,Participação da Família e da Comunidade na Escola,Concordância,Responsável
2082,Q9 - A escola realiza eventos que envolvem a comunidade.,A escola realiza eventos que envolvem a comunidade.,A escola realiza eventos que envolvem a comunidade.,Participação da Família e da Comunidade na Escola,Concordância,Responsável
2083,Q9 - Os horários das atividades na escola são bons para a participação das familias.,Os horários das atividades na escola são bons para a participação das familias.,Os horários das atividades na escola são bons para a participação das familias.,Participação da Família e da Comunidade na Escola,Concordância,Responsável
2084,Q9 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,Participação da Família e da Comunidade na Escola,Concordância,Responsável
2085,Q10 (rank) - Ter parceria e colaboração entre a escola e as famílias.,Ter parceria e colaboração entre a escola e as famílias.,Há parceria e colaboração entre a escola e as famílias.,Participação da Família e da Comunidade na Escola,Importância,Responsável
2086,Q10 (rank) - As famílias participarem da vida escolar dos alunos.,As famílias participarem da vida escolar dos alunos.,As famílias participam da vida escolar dos alunos.,Participação da Família e da Comunidade na Escola,Importância,Responsável
2087,Q10 (rank) - A escola realizar eventos que envolvam a comunidade.,A escola realizar eventos que envolvam a comunidade.,A escola realiza eventos que envolvem a comunidade.,Participação da Família e da Comunidade na Escola,Importância,Responsável
2088,Q10 (rank) - Os horários das atividades na escola serem bons para a participação das famílias.,Os horários das atividades na escola serem bons para a participação das famílias.,Os horários das atividades na escola são bons para a participação das familias.,Participação da Família e da Comunidade na Escola,Importância,Responsável
2089,Q9 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,Participação da Família e da Comunidade na Escola,Texto Aberto,Responsável
2090,Q5 - Os professores realizam atividades interessantes nas aulas.,Os professores realizam atividades interessantes nas aulas.,Os professores realizam atividades interessantes nas aulas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2091,Q5 - Os professores consideram os interesses e a realidade dos alunos nas aulas.,Os professores consideram os interesses e a realidade dos alunos nas aulas.,Os professores consideram os interesses e a realidade dos alunos nas aulas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2092,Q5 - Os alunos reconhecem os professores como autoridade.,Os alunos reconhecem os professores como autoridade.,Os alunos reconhecem os professores como autoridade.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2093,Q5 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2094,Q7 - Os conteúdos ensinados pela escola são importantes.,Os conteúdos ensinados pela escola são importantes.,Os conteúdos ensinados pela escola são importantes.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2095,Q7 - A escola prepara bem os alunos para o futuro.,A escola prepara bem os alunos para o futuro.,A escola prepara bem os alunos para o futuro.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2096,Q7 - As disciplinas que os professores lecionam estão de acordo com a sua formação.,As disciplinas que os professores lecionam estão de acordo com a sua formação.,As disciplinas que os professores lecionam estão de acordo com a sua formação.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2097,Q7 - A escola se importa com a saúde mental dos alunos.,A escola se importa com a saúde mental dos alunos.,A escola se importa com a saúde mental dos alunos.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2098,Q7 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Concordância,Responsável
2099,Q6 (rank) - Os professores realizarem atividades interessantes nas aulas.,Os professores realizarem atividades interessantes nas aulas.,Os professores realizam atividades interessantes nas aulas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Responsável
2100,Q6 (rank) - Os professores considerarem os interesses e a realidade dos alunos nas aulas.,Os professores considerarem os interesses e a realidade dos alunos nas aulas.,Os professores consideram os interesses e a realidade dos alunos nas aulas.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Responsável
2101,Q6 (rank) - Os alunos reconhecerem os professores como autoridade.,Os alunos reconhecerem os professores como autoridade.,Os alunos reconhecem os professores como autoridade.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Responsável
2102,Q8 (rank) - Os conteúdos ensinados pela escola serem importantes.,Os conteúdos ensinados pela escola serem importantes.,Os conteúdos ensinados pela escola são importantes.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Responsável
2103,Q8 (rank) - A escola preparar os alunos para o futuro.,A escola preparar os alunos para o futuro.,A escola prepara bem os alunos para o futuro.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Responsável
2104,Q8 (rank) - As disciplinas lecionadas estarem de acordo com a formação dos professores.,As disciplinas lecionadas estarem de acordo com a formação dos professores.,As disciplinas que os professores lecionam estão de acordo com a sua formação.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Responsável
2105,Q8 (rank) - A escola se importar com a saúde mental dos alunos.,A escola se importar com a saúde mental dos alunos.,A escola se importa com a saúde mental dos alunos.,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Importância,Responsável
2106,Q5 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Texto Aberto,Responsável
2107,Q7 - Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,Use o espaço abaixo se quiser justificar alguma de suas respostas ou realizar comentário(s).,,"Relação Ensino-aprendizagem, Currículo e Práticas Pedagógicas",Texto Aberto,Responsável
2108,Q15 - As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Responsável
2109,Q15 - A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos.,A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos.,A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Responsável
2110,"Q15 - A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Responsável
2111,"Q15 - A escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","A escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","A escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Responsável
2112,Q15 - As vias de acesso e transporte público para a escola são adequadas.,As vias de acesso e transporte público para a escola são adequadas.,As vias de acesso e transporte público para a escola são adequadas.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Responsável
2113,Q15 - Nenhuma das opções anteriores.,Nenhuma das opções anteriores.,,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Concordância,Responsável
2114,Q16 (rank) - As mudanças curriculares serem positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares serem positivas para a formação e a aprendizagem dos alunos.,As mudanças curriculares têm sido positivas para a formação e a aprendizagem dos alunos.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Responsável
2115,Q16 (rank) - A escola em tempo integral ser positiva para a formação e a aprendizagem dos alunos,A escola em tempo integral ser positiva para a formação e a aprendizagem dos alunos,A escola em tempo integral é positiva para a formação e a aprendizagem dos alunos.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Responsável
2116,"Q16 (rank) - Avaliação externa considerar a realidade da escola (SAEB, SAERS etc.).","Avaliação externa considerar a realidade da escola (SAEB, SAERS etc.).","A realização de avaliações externas considera a realidade da escola (SAEB, SAERS etc.).","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Responsável
2117,"Q16 (rank) - Escola receber apoio da rede da Saúde, Assistência Social e Conselho Tutelar.","Escola receber apoio da rede da Saúde, Assistência Social e Conselho Tutelar.","A escola tem apoio da rede de Saúde, Assistência Social e Conselho Tutelar.","Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Responsável
2118,Q16 (rank) - Escola ter vias de acesso e transporte público adequados.,Escola ter vias de acesso e transporte público adequados.,As vias de acesso e transporte público para a escola são adequadas.,"Relações institucionais, Políticas Educacionais, Reformas Curriculares e Políticas Intersetoriais",Importância,Responsável
